Assignment Name,Student Name,Score At Due Date,Score Best Ever,Points Possible,Number Of Attempts,Most Recent Completion Date,Start Date,Due Date,Assignment URL,Assignment Type,Due Date (no time)
Count with small numbers,Andy Hong,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Abby Nguyen,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Everett Chase,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Kyle Anderson,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Kevin Martelle,7,7,7,1,"Aug 30th, 4:40PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Misa Bing,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Ned Ethans,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Olsen Le,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count with small numbers,Terry Long,7,7,7,1,"Aug 30th, 4:34PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-out-1-20-objects,Exercise,"Sep 3rd, "
Count in order,Anna Kite,,7,7,1,"Sep 7th, 5:08PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,April Luna,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Andy Hong,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Abby Nguyen,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Everett Chase,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Kyle Anderson,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Kevin Martelle,7,7,7,2,"Aug 30th, 4:36PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Misa Bing,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Ned Ethans,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Olsen Le,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Count in order,Terry Long,7,7,7,3,"Aug 30th, 4:53PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/counting-objects,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Anna Kite,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,April Luna,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Andy Hong,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Abby Nguyen,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Everett Chase,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Kyle Anderson,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Kevin Martelle,7,7,7,1,"Aug 30th, 4:46PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Misa Bing,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Ned Ethans,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Olsen Le,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Find 1 more or 1 less than a number,Terry Long,5,5,7,5,"Aug 30th, 5:14PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-counting/e/one-more--one-less,Exercise,"Sep 3rd, "
Missing numbers,Anna Kite,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,April Luna,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Andy Hong,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Abby Nguyen,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Everett Chase,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Kyle Anderson,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Kevin Martelle,7,7,7,3,"Aug 30th, 4:59PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Misa Bing,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Ned Ethans,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Olsen Le,,,,0,,"Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
Missing numbers,Terry Long,6,6,7,1,"Aug 30th, 4:47PM","Aug 25th, 9:35AM","Sep 3rd, 11:59PM",https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting/kindergarten-numbers-100/e/count-from-any-number,Exercise,"Sep 3rd, "
